ids	class	sentence
6160	1	I've never been more ashamed to be a former democrat than I am now. Fuck u Hillary you stupid ass bitch whore cunt bitch
6161	1	fuck shit cunt bastard whore wanker
6162	1	Oh btw just to offend the femalesss CUNT CUNT CUNT WHORE CUNT WHORE SLUT BITCHSLUT FEMINISTSHIT
6163	1	"@Ely_1798 fucking whore bag cunt face mamona puta toda ugly, ily"
6164	1	"📷 pineapplecity: dogwhoreowner: Stupid cunt, that’s what the filthy whore deserves! That’s how all Men... https://t.co/S49GwEAXug"
6165	1	@sevans623 @coolmesser @pattonoswalt Women are all harassed? And it's also all men unless we prove other wise? You're a clueless cunt👍
6166	1	"To the women who’s just sold the house she’d agreed to sell to me, you’re a cunt. You can go to hell."
6167	1	@PartyTimeMentat Meanwhile the same women need only to be 1. Not fat 2. Not a cunt And can't even pull that off
6168	1	@chelseahandler Another dried up liberal cunt willing to look the other way while hollywoods powerful abuse women .… https://t.co/GIq3rShuI6
6169	1	Why do women use them being on their period as a excuse to be a cunt? You had it since you were 13 you can’t control yourself?
6170	1	"@AnimeFemsplainr All women deserve an opinion and have the right to, you on the other hand my dear are a cunt who d… https://t.co/f66e68hLQq"
6171	1	"@AlyssaMastro44 You sound hysterical and in need of some psychotropic medication. Calm down, it's not that serious."
6172	1	"@ToxicMickey2000 @WAX171 @smh @clementine_ford You see a lot of hysterical feminists on social media, but this one takes the cake."
6173	1	@Elizabe19845961 @CNNPolitics You seem hysterical.
6174	1	@RealJamesWoods @kneelandsan @Lawrence ...>🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨 You stupid dumbass. You are a hysterical little girl.
6175	1	@CPTMoorgan @johnburk1775 @JCBlackandBlue TO THE PINK PUSSY CAVE WE HAVE A VIRTUAL OVERLY HYSTERICAL FAKE SIGNAL. NANANANA SNOOWFLAKE.
6176	1	"@GuidoFawkes I'm sick of this bullshit. Fucking hysterical media, hysterical feminists, pussy fake conservatives. Come asteroids, come"
6177	1	Says man who suggested an actress reported an historic rape to gain more work - you're a fully paid up cunt - https://t.co/ia9wKnM5Tm
6178	1	"@Cobratate God I hate that dumb cunt with her shitty music and feminism™, meanwhile her country is the rape capital of Europe"
6179	1	Lifers wouldn't rape this sour faced cunt https://t.co/gJFqR3afAP
6180	1	@MichellePiper18 Did that cunt bag just blame #rape victims for the way they dress and/or act?! https://t.co/fYzp24L0to
6181	1	I’m pretty sure rape is “overly sexual” why don’t you shut the fuck up and stop being such an ignorant little cunt https://t.co/n9RVrq0K2I
6182	1	@THFCJoshh @FortniteGame Good English you dumb cunt slober on my nob u Jew if you were playing I would fucking rape you cunt
6183	1	Fake rape bitch is still crying. LOL so upset he didn’t get the attention he wanted. Got your address btw little ra… https://t.co/Ukz71A9kWx
6184	1	My kids ? 😭😭😭 ugly ? Bitch you look like the rape sloth ! https://t.co/frNUCBF8hz
6185	1	"@E_Money9 @EdwerderRFA So triggered, its ok snowflake, you are the only bitch here. typical redneck inbred rape sup… https://t.co/mQVnUMGZu9"
6186	1	@CookieeMs You are the dumbest bitch I've seen.. I'll rape you and I'll Tell you to man up afterwords how would u feel after that?
6187	1	@CNBC Hillary Harvey Weinstein Clinton. One was raping vulnerable woman and the old bitch was planning to rape America.
6188	1	how u gonna talk about how men r trash and rape culture but u out here laughing abt a girl u hated in high school getting raped bitch fuck u
6189	1	@FoxNews Bitch on the left won’t be smiling. Let them in Hawaii. It will be rape Island
6190	1	I never understood why anybody waits to say they got raped smh rape me bitch I’m snitching soon as you leave fuck boy
6191	1	@ssbSnakeee @FS_Frozen Idc if I’m the last or first. I’m tired of seeing you complain and bitch and that whole rape… https://t.co/Lev8OL6Ka3
6192	1	Nutting inside a bitch is rape ???
6193	1	Only bitch ass fuckers rape women
6194	1	This bitch crazy he saying its cool to rape? https://t.co/Z5cYb1glSq
6195	1	@_Tortugas It's sad cause what if she was telling the truth about rape :/ it should still be investigated but the bitch is crazy lol
6196	1	@ly2Jade Rape a pregnant bitch call IT threesome
6197	1	I am displeased w what this bitch said about what rape is. @Joy_Villa https://t.co/rQhvL3qZrL
6198	1	No one fucking assumes rape is gonna happen you stupid lil bitch https://t.co/a2ZhqIX9Hi
6199	1	When I make it ain't no White bitch letting me rape her they won't get this black man
6200	1	“Rape a pregnant bitch and tell my friends I had a threesome” is the smartest lyric I’ve heard in a while
6201	1	@shanatrenee @kikikatt_ @tamikianicole @_aemart3 @GoodGollyMahli bitch that was same rape case from last year try again
6202	1	"yall females be complaining about rape and sexual harrassment, bitch men get sexually harrassed too 😤"
6203	1	@HugginsDanna White Bitch it’s you I wanna rape and fill with my cum and let you full of my load on the ground my b… https://t.co/oCQejMu4ej
6204	1	they gave the name of the bitch that was your mother and told me to rape her to have you
6205	1	"@forniaa 3rd, you are a fuckin BIRD you dumb bitch so what anytime you got drunk and had sex it was rape?! I'm sick of you feminazis"
6206	1	Double standards for females in this world is outta control....next older bitch fuck me I'm screaming out rape Idc 😂😂😭💯
6207	1	@HugginsDanna Wanna pull up this bitch panties rape her ass while she’s shouting trying to run away and finally I d… https://t.co/YjDLUie6fe
6208	1	you seem like the type to have a rape kink? — ummmm well ok bitch https://t.co/jASrWs51GP
6209	1	I cant fucking believe yall call this rape bitch wtf
6210	1	I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der.
6211	1	@France4Hillary I was going to 'like' this comment then saw your profile pic of a bitch who attacked rape victims o… https://t.co/1bTZrSbiCL
6212	1	I want this stupid bitch out of my head I've never even liked her lmao I just basically want to rape her
6213	1	"@lexxynichelle So this bitch blocked me but check her pinned tweet out, she is accusing men of rape on tumblr with… https://t.co/bX0V5V7kQU"
6214	1	"Remember, this the same bitch that was on FOX news saying rape culture was an attack on young men. Its her pussy be… https://t.co/BHvfpTMxyk"
6215	1	If Superman were real rn I would make his bitch ass spin around the earth or threaten to rape Lois Lane lol I would go that far for cod lol
6216	1	Tryin to send that bitch back to her maker and if you got a daughter older than 15 I'ma rape her Take her... right there in front of you DMX
6217	1	Rape charges isn’t the way to get revenge you fuckin dumb bitch 😂👌🏼 You gonna get ya self locked up . Ya boy GOT THE PLUG😜
6218	1	This bitch dead flipped a tweet to about rape for attention. I done really seen it all
6219	1	Naw depends if he rape fam that's a dub if its a random bitch he a whole dicchead but i stand by em right or wrong https://t.co/7d65tb4ppL
6220	1	lemme ride prison rape bitch im your moms a hoe
6221	1	"@AbbieHollowDays RIGHT?? then she goes 'oh i had sex with frank, poor baby ahahah' NO BITCH if that aint rape i dont know what is"
6222	1	"@Wendys Why tf is Wendy’s rapping on twitter, get yo ass back in the kitchen before I rape that lil bitch in your profile pic"
6223	1	@lindifferent @solangeknowles @vincestaples Bitch shut cho emo ass up before I rape you
6224	1	@gilgaymesh rin is a big abusive whore and a bitch but shinji is allowed to commit incestual rape for over a decade ❤
6225	1	So now because of this bitch girls are going to think they can bargain their way out of a rape instead of fighting… https://t.co/tJmuuzwCph
6226	1	I want a bitch who gone rape me when she feening for the dick🤷🏽‍♂️
6227	1	@ABCPolitics This bitch will be rape by Trump too and then denie it.
6228	1	@Bethvanduyne This comes from a rape whore who forced sharia down the throats of her constituents.
6229	1	@IKantEvenToday @OpinionatedTool Jennifer Lawrence perfect example of fake ass whore calling rape.
6230	1	@yungjeune @mr_bones_rides @TheFoxEmoji And if you think some whore blowing a guy to get a part in a movie is rape?… https://t.co/apy1wTav0u
6231	1	"@DrPhil you mean she still has morals after what we put her through? Let's rape her, give her herpes and call her a fame whore to everyone!"
6232	1	Kys tryna step to Oculr. Are you dumb blud I will rape your sister and analy Destroy your slutty whore mum
6233	1	HOW ABOUT YOUR CRIMES BILLS LOSING LICENSE OVER RAPES & SEX IN CLINTON WHORE HOUSE BRIBES MOSCOW KICKBACKS WOULDN'T MATTER WE WANTED TRUMP!!
6234	1	@grxmd I dont think this fat whore could even get sex from rape.
6235	1	#PMLN is acting like a whore who incites people to rape her in order to use it as a victim card and earn relevance.… https://t.co/6gqQtLRvYG
6236	1	"This isn't rape, or anything like it. This a crude pass. This is not 'rape culture.' IT'S WHORE CULTURE. https://t.co/lRIK86iLUx"
6237	1	"500,000 angry Democrat women swarm Hollywood to protest rampant rape, misogyny and sexism Oh, wait............. Ne… https://t.co/8UZToh3opq"
6238	1	"@imogenhowson Well, when men get too distracted by women in sexy clothes, they’re forced to catcall, grope and rape. Maybe try that?"
6239	1	@RachaeltheLord I hate when other women drink the Kool -Aid. Sexual assault and rape is about power and control. Tha… https://t.co/9wVBaFihrS
6240	1	" - beautiful women, and handsome men are less likely to be admonished by women for their advances. However, by empowering anti -rape -"
6241	1	thatfatesbitch early 2017: echoes sucks fates is better thatfatesbitch end 2017: 90% of women have a rape kink so you can't say it's bad
6242	1	"By making it a Muslim man's right to rape non -Muslim women and children. Normalize it, and remove the outrage. https://t.co/2lCvwPiDxh"
6243	1	@itsgabrielleu Women lie all the time about rape. It shocks me that when Hollywood women get old unwanted rape and… https://t.co/tMPuO3hKh1
6244	1	It's not rape if women are considered objects! You can't rape an object! Islam is completely anti rape! https://t.co/q4A9l0vWWC
6245	1	@Luissssa Thank you for admitting there is only evidence of women falsely accusing rape.
6246	1	"@KeithOlbermann Hillary is stuck in her own anger for loosing she has always been evil, don't forget how she treated the women Bill rape"
6247	1	"2 cents. Yawl thinking this woman lied on Nelly is still apart of the problem. Now, yes, sometimes people do lie about rape."
6248	1	Fuck woman who make false accusations of rape. You are a piece of poop https://t.co/CwcmnjCKKc
6249	1	"@womensmarch White woman by no means a victim she is the epitome of wickedness & rape of Black people, her hands mo… https://t.co/7T0mqKzShJ"
6250	1	"@TerriDNW @objkshn Yeah like looking at a woman when she doesn't want you to, that's rape right?"
6251	1	"@bindasladki Rape is an inhuman , offensive thing , but the woman should knows where and how to dress because not e… https://t.co/8bxSlis8zB"
6252	1	"It's black, got 8 legs and it makes a woman scream, what is it? - A spider? No. Gang rape. https://t.co/bi24QQWzR1"
6253	1	Ps on the flip side: EVERY WOMAN WHO CRIES 'rape' AS A WAY TO BE PETTY OR REVENGE YOURE THE PROBLEM.
6254	1	"@KTHopkins Caveat: you must be a Muslim woman to avoid abuse, otherwise you are a permitted target of rape"
6255	1	@FoxNews @TomiLahren @nbc Her husband hardly raped a woman his affair was consensual not fucking rape you stupid stupid girl @TomiLahren
6256	1	@pattonoswalt Going to be where no one will leave the house or even look at a woman because she will claim “rape”.… https://t.co/gyhAbEtqSA
6257	1	@DRUDGE_REPORT French men cant whistle at a pretty woman but the migrants can 'groom' them? Harass even rape them w… https://t.co/oefd8TunTN
6258	1	Fuck you Mrs may you cunt had enough of your weasel face just find a hole and die in it please.
6259	1	"What, do you think they sprouted out of holes in the ground? Quit being a disrespectful cunt towards your grandpa. https://t.co/wiDtKRscjE"
6260	1	isnt it just fkn dyno when one of ur ‘best pals’ turns oot to b a wee snake like off u go slither back 2 ur hole ya sly cunt x
6261	1	... some cunt tagged my mom´s house - reason #43 I´m leaving this shit -hole for good https://t.co/uhWAZxmQDu
6262	1	Every convo ever w/ an #MRA: 'men are pigs.' 'WTF MEN R NOT PIGS U FUGLY FEMENAZI CUNT IMA CUT UR HEAD OFF N FUCK UR NECK HOLE 4 SAYIN THAT'
6263	1	And then some bent cunt turns up for a flyer.....last time on this shit hole!
6264	1	"As long as I live, I will be a Masculine Male with balls. There won't make 'women' or 'eunuchs' out of us..."
6265	1	@melissafera_ SHUT THE FUCK UP. YOU DUMB WHORE.
6266	1	"Here I share pic about Men over women, dominant relationships http://t.co/v5gjFpJ8zH"
6267	1	@phiphibb If YOU fuck the rapist then its not rape.
6268	1	"@DCClothesline And she blames Trump!! Jane, take a knee for Harvey, you helped him rape those girls by your silence. YOU DID, not Male Entitlement or Trump"
6269	1	@JuliaHB1 Are you actually advocating making up claims of rape for personal gain??? That’s pretty vile (@lilyallen)
6270	1	"@MMAjunkie @bisping reminds me of the annoying bitch cunt from school that first touches you and when you give it back ,accuses you of assault"
6271	1	In each and EVERY 1 of these rape cases it was some woman trying to be more than she is and none of the women deserved awards. Give them up.
6272	1	Nelly should beware of other woman now trying to accuse him for rape .. Ladies after this lady because if one does it others will try it too
6273	1	Women want u to automatically believe women who scream rape they don't understand our position....
6274	1	@thepoliticview This has nothing to do with politics it goes with women who keep saying there's a rape culture when there's actually rape accusation culture
6275	1	Glad to see https://t.co/SlJNbdkRXM still pushing the idea that the girl wasn't a rape victim. Always encouraging t… https://t.co/44KEi1KP64
6276	1	@Chet_Cannon How many women sucked dick to further their career??? I bet there are plenty.
6277	1	stop skin out your hole and then you will see a man treat you like a women u want to be treated .
6278	1	"pepperspray or smth, if you dont protect yourself dont be surprised if u get raped :/' like bitch maybe just teach men not to rape women"
6279	1	@nytimes last time I checked...no one had rape charges filed with the police...soooo...these whores..ie women are lying.
6280	1	You wore the yoga pants on purpose! You know us guys are gonna stair so stop getting all pissy! #WomenSuck
6281	1	"Trump may be grabbing women by the pussy, but feminists are grabbing america by the dick"
6282	1	@guardian WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!
6283	1	"@femfreq Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD."
6284	1	Cause she ain't got no solid proof I'm convinced any girl that tries to file a rape case on a celebrity its for money https://t.co/ozQdjMeylY
6285	1	"@FemalesFighting If your body is female, you can't identify your way out of rape. Rapists don't care."
6286	1	go fuck yourself you stupid ugly cunt https://t.co/zjzWFx9gq5
6287	1	you ho's STILL not allowed to speak on eesh in my presence. i'll beat yo ass girl lol don't get it fucked up. 😂😊
6288	1	@blakeruss165 You a lying hoe
6289	1	SHUT UP THE FUCK YOU SLUT!
6290	1	An angry woman standing up4 human rights is 2 difficult to be worth loving. Men love pretty slave dolls who keep their mouth shut or on dick
6291	1	@HelenaWayneBlog STFU with that stupid rape culture retardation.
6292	1	We better not ever have a woman president @WomenSuckk
6293	1	Stop tweeting about football. You're a girl and you opinion doesn't count.  #WomenSuck
6294	1	@totallyciara YES YOU DO GO TO BED HOE
6295	1	@Ronnie2K FUCK YOU STUPID BITCH
6296	1	*Fires back* hoe ass bitch with a big ass forehead 😭 I knowwwwww 😭😭😭
6297	1	"I hate a bitch that take everything to serious like damn, play along sometimes you dumb hoe."
6298	1	Just want me a down bitch all these hoes out here on some other shit
6299	1	If ya bitch ass didn’t wish me a happy Birthday then don’t ever hit me up again! You’re trash! Yes I am talking about you hoe! 👏🏼
6300	1	"next bitch that cheat on me getting pimped out, you wanna be a hoe bout shit so we gon make this money"
6301	1	Hoe you watching I suggest you keep watching. 😉 When a bitch ain't seen none yet 😝
6302	1	@D34L_ Fa Real Desperate Ass Hoe 😭 A Fat Bitch And A Real Skinny Bitch😭😭 How🤷🏾‍♀️😭😍
6303	1	starbucks cashier: ur name me: johanis on the cup:hoehines me:yes bitch yes im a hoe fmu
6304	1	why do you miserable hoes be so worried abt the next bitch & wha they got going on 🤔🤔
6305	1	@thatgirlyionn_ HAPPY MF BIRTHDAY TO ONE OF MY FAVORITES HOES 😝turn up bitch 😘I wish you many many more
6306	1	@JayKenMinaj No bitch you a hoe
6307	1	A nigga can be like “good morning beautiful” and y’all hoes would screenshot and say “This nigga so creepy omg” bitch fuck you &your morning
6308	1	I be curving ALL da hoes niggas try to put me on SOO much dat they don’t een tell me when a bitch want me no mo🤦🏽‍♂️😂😎
6309	1	tf yall hoes so mad bc a bitch in harm's way everyday for
6310	1	"Big game today, jets gang bitch hoe"
6311	1	I don't care what a bitch think or how a hoe feel 🆗🗣
6312	1	Sis she a hating ass hoe I’ll slap that bitch 😂🤷🏾‍♀️ https://t.co/ttLp26VoqM
6313	1	@pettylo_hoe BITCH TEXT ME
6314	1	The only hoe I trust is that bitch Nina.
6315	1	@XOKATANA We have to slap a bitch made hoe ass foo we gon make it look sessy hahaha
6316	1	What a hoe and a bitch nigga 😂😂
6317	1	Why tf these hoes be hoein while pregnant? Bitch you can't get a regular ass job for 9months or what? Smdh
6318	1	Hoes try to hide anything on the social bitch we kno u got Thot Teeth 👎🏾
6319	1	My bitch of a sister really be tripping over $12 dumb ass hoe. Got me fucked up
6320	1	That bitch don't love you fr bro these hoes be lying
6321	1	"This bitch always want us to do work that ain’t even for a grade. Hoe, a bitch don’t do this for our health."
6322	1	@Vuhhnessuhhh_ Bitch you don't know my mf life I'll see you when I do hoe
6323	1	"Let me show and prove it what these hoes ain’t doing, let a real bitch do it 😛"
6324	1	"“i don’t have a finsta bc im not a hoe” first of all, BITCH i saw u 5 tequila shots deep w your shirt off at that frat party friday"
6325	1	This bitch scrolled through my shit gave me 1 like lol petty ass hoes
6326	1	“ I just want all your attention babe stop seeing these other hoes” .. first of all bitch I’m legally blind
6327	1	"Hoe be like “I’m cut from a different cloth”... first of all, you’re a napkin bitch 😑"
6328	1	@FlamingBot WHAT YOU SAY BITCH NIGGA HOE?
6329	1	"Don't fix yo mouth to say whatchu gone do, I told that hoe bitch u know ion play that!"
6330	1	"im so trill, ur hoe can't handle it but damn, that bitch can suck a diiiiickkkk"
6331	1	I tweeted one day 'I hate broke hoes w rich bitch mouths' and now all the lil Houston 16's tweeting that shit 😂😂😂
6332	1	Trynna look like a bad bitch with a side of hoe for homecoming.
6333	1	bitch just called me her fuck buddy I told the bitch I aint no hoe smh
6334	1	"@butwhybewhy First of all bitch fuck u, second of all we BOTH hoes 😴"
6335	1	i wan no bitch till iknow she gone stay down fa me.. kus all these hoes doin dicks & ian goin for it
6336	1	"“go talk to your other hoes” first of all, bitch you’re the only one i talk to!"
6337	1	Idc if a bitch was a hoe cause I love hoes. They're mad fun and nastyyy.
6338	1	Now All These Hoes Talking Bout THEY NEED A GUCCI BITCH BE YOSELF
6339	1	Hoes think just cause they don't reply it means there's no answer/no consequences. Lmao BITCH no reply means you guilty as shit 😂😂
6340	1	@JustJared This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos
6341	1	I'm just tweetin ion want no hoes why you dm'n me lil whore 😂💀
6342	1	She’s a whore and her moms a drug addict. Don’t fall for these hoes https://t.co/QBquhnW7PY
6343	1	Men really don’t care being called a hoe or whore . Shit don’t bother us
6344	1	"1 hoe 2 hoe 3 hoe 4, girl you know you're just another whore 🤷🏼‍♂️"
6345	1	@xXKristyP Ok hoe or whore you choose sweetie?
6346	1	Where tf are you ! I miss your white black ass hoe ! Mf c*ck sucking whore ‼️💖❣️😘 https://t.co/H0h8Kjsb5P
6347	1	"i cannot allow my folks to cuff no whore , not a good look fuck allat turn a hoe into a house wife shit 😂"
6348	1	Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe
6349	1	@lucymilsom2 your just a dirty fuckin whore u got all this chat about me go suck ur fuckin mum u disgusting lil hoe say suttin
6350	1	"She blocked me lmao 😂 well fuck you and your whore of a friend, you’re lame and you’re a fake ass bitch. Later hoe 😩"
6351	1	"@maisonmargieIas Wow that hoes aint shit, You deserve better dan that ugly whore brother"
6352	1	Ain't nobody stabbed your ass in the back hoe. We just all saw how much of an attention whore and fake bitch that you actually are.
6353	1	If she dressed like a hoe in the cold she a real Whore ✋🏾😂😭
6354	1	@TeenMomGossip He must be so proud of his cam whore 😆 oh please let her continue to be a hoe & a “role model” gtfo
6355	1	Aye @lostspecimen youre a fucking whore dont fucking speak to me again u fuckin peacock fake ass hoe
6356	1	"Get ready to see all the hoe bunnies, slut kitties, and whore mice post themselves on this Halloween night."
6357	1	Can’t even date or talk to a girl who is an attention whore on social media. What makes you think ima date or talk to a hoe in real life🐸🤣
6358	1	"Whatever hoe it is, it is still a hoe. And yu r still a WHORE https://t.co/6neLNmH3j1"
6359	1	@cocosworld My new hoe why the whore label im gonna call million dollars whores records labe and get mind https://t.co/nMOM25f3dx
6360	1	Well Kat... that's what happens when you're a whore 🤷🏽‍♀️ #BlackInkCrewCHI Phor & Ryan (after he f'd your bff) yeah u a hoe 😂
6361	1	I knew bobby shmruda respected women when he said 'if you aint a hoe get up out my traphouse!' Legendary
6362	1	I can’t live my life based on what women find attractive. Lmao every single one of you hoes can suck my dick
6363	1	@randiiiadams But a women cheats and parties? She a hoe leave her ass. The double standard....amazing
6364	1	"She degraded dark skin women and the LGBTQ community, that hoe is cancelled for life"
6365	1	Hazel e is a joke. Girl you bashing dark skin women who all look better than you !!! Wack ass hoe
6366	1	Female Logic: 'I HAVE to go through my hoe phase before I can become a real women and be in a relationship.'
6367	1	@JaelenBrown “I want women to have equal rights” ... unless you don’t fit my exact definition of how a woman should be then you’re a hoe
6368	1	She definitely gotta be a hoe because women love the idea of marriage lmao
6369	1	Fuck hoes a bitch ain’t nothin women be trippin bruh
6370	1	I thought you had to fuck 20 different guys to be a hoe 🤔 so that explains why women fine someone better but still… https://t.co/1d9ZFHT3kE
6371	1	"can grown women stop glorifying being a hoe, y'all don't realize the influence on the young bitches"
6372	1	Most women that Know me just said 'now eric you Know you dont have no inner hoe' 😂 im 2 much of a gentleman but i know my hoe is deep down
6373	1	"Blac Chyna is straight trash and an abomination to women everywhere. Don’t @ me cause I don’t care. Hoe responsibly, bitches."
6374	1	I'll have bitches on bitches and I will be a god. But damn women are hoes. https://t.co/C0SmksJVSm
6375	1	A hoe wants attention a women wants respect.
6376	1	"All women aren’t hoes, correction https://t.co/30iHGB0q1L"
6377	1	When a lot of the women on here changed from themselves into hoe tweeters <
6378	1	'Oh so when a man sleeps with lots of women he's cool but when a woman sleeps with lots of men she's a hoe?' YES
6379	1	It’s like women can’t wait to be a hoe when the relationship ends
6380	1	Imagine as a parent giving birth to a hoe like Shamiso who gives out her pussy for cash? S/O to women who work hard for their own things
6381	1	@njokingumi You call it whatever you want -You praise hoes and and women in the wrong moral leaf and attack men in general.shame on you bitch
6382	1	@Liv_Fancy I call them a whale ass hoe? I was told bc everyone envies skinny women https://t.co/272zH3ilKt
6383	1	And I was cool with both guys 😂 shows you women are sneaky and ain't shit just like Niggas. Always knew my baby mama was a hoe 😭
6384	1	I wonder if rick will make another deal with those crazy ass women 🤔 and if that crazy ass nigga will actually hoe Daryl again 😐
6385	1	rape is bad but alota hoes be lying bout that shit women are crazy dawg & will fuck ya life up be careful..
6386	1	@SkyNews She’s actually a clown! They should sue her for being a fucking dumb cunt and falling down the hole nearly squashing the winners 😂
6387	1	@SindhuBoddu It will always be ready and hard for you to bring your holes and beat it with your cunt and ass https://t.co/OtoJQvC7FF
6388	1	@stephypoos87 ur cunt would be so wet as I fucked ur slut holes x
6389	1	Hello cunt hole.. @nickiminaj Doh be on me saddis I’ll buss yuh face..
6390	1	if this big troglodyte bitch texts my man again im going to put bullet holes into your knee caps. i don't fight big white bitches they dogs
6391	1	@HillaryClinton HILLARY U BITCH SHUT YOUR HOLE RE: THE COMFORT AS U R A CAREER CRIMINAL MY DEAR. HOW ABOUT THE MILL… https://t.co/l2K8NgmC4e
6392	1	@NIVIsa4031 @FoxNews @CNN THAT BITCH MUST HAVE A STRONG BACK. SHE CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M… https://t.co/K3b90Tqais
6393	1	Your bitch a true thot had to let her go like a cool cop shoot u and put a hole in ur head like a juice box
6394	1	@socorro_jesuss bitch i live in another country and you just live in mg's hole
6395	1	@TSwiftCisco That’s so rude bitch tell them to go back into their hole
6396	1	U nothing but another pussy hole bitch get used to it
6397	1	"okay bitch, fuck off it’s not your business🖕🏽🖕🏽 fall in a hole and get anal fucked by satan’s horn! BITCH https://t.co/TfTCsUtsGP"
6398	1	Yall want sex to be some kinda spiritual rabbit hole soooo bad. *Just finished* Her: I'm hungry You: Me too bitch d… https://t.co/73gwV0YklW
6399	1	Sheesh RT @Jerry_Capree: Bitch i wana enter every hole that you got
6400	1	@chelseahandler @realDonaldTrump BITCH U NEED TO SHUT UR FUCKIN HOLE.. ENOUGH IS ENOUGH. #persist
6401	1	@bigshitxtalker Lmfao weaaak. Coming from the bitch that ain't got pictures. Go back to your hole 🙄
6402	1	Foreign car swerving pot holes bad bitch she from chicago
6403	1	@EmmaSlutWatson oh you dirty bitch me and my friends are going to fuck all your holes till you can't take no more… https://t.co/zx8MJn5oJb
6404	1	Watching the ALCS from my mom's basement is truly a pleasure. Crawl back into your hole weak ass bitch https://t.co/RnvtnQAtt4
6405	1	@LaloDagach must be a bitch to eat with the fabric getting in the way of the cake -hole
6406	1	@Tahshaun1738 Bitch Biggs ass hole
6407	1	@YeenShitCuh Bitch keep my name out your mouth. & worry about that loose hole of yours.
6408	1	Let’s Put This Lil Corny Bitch In A Hole And Throw Cheetos At Her https://t.co/dawiQw2BIj
6409	1	Nah that bitch sucking ass hole and you vibin😷😷Fuck outta here young rainbow https://t.co/LTWAct2gXG
6410	1	@RepWilson How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear
6411	1	if before y'all start comin @ me like DASS ESSPENSIVE bitch until u watch a mile in my shoes (THERE IS LITERALLY HOLES) you'll understand
6412	1	@JackPosobiec You Stupid Wanna Be Bitch Go Back To Your Hole
6413	1	Her : Gucci is a Real Men he married is girl First of all that was Clone Gucci so bitch that hole shit was fake
6414	1	@AdamHargitai007 @Jess_JessP @Playboy Your a bitch who needed to shut his hole
6415	1	Now how this bitch gonna fart and not say excuse me but stink up the hole check out lane #NoLadyLike
6416	1	@pleasemybody they deadass digging a hole for themselves @AtlanticRecords fat bitch loose weight
6417	1	listen... i love lil b but i would not fuck with dej loaf at all. she prob got poison up in her nail polish like that bitch from holes
6418	1	Sometimes you just gotta stick a key hole in that bitch and chug
6419	1	I just need one kitty one butt hole to lick one person to be my NUMBER ONE FAN& support me I just need a bitch to be my peace just ONE 🤷🏽‍♂️
6420	1	Help us all The Bitch is back. I checked the hole she went in and covered it up. https://t.co/mpKHkIWC8S
6421	1	@DrMartyFox @FBI This old bitch needs to go out to pasture! Dig a hole too racist
6422	1	old person: did you buy that shirt with holes in it? me: yes it’s called fashion bitch look it up
6423	1	@BBHMMs fuck you you bitch hole
6424	1	A bitch out of the hell hole
6425	1	@lovetofuck1998 DM daddy. Show me what your doing to your little wet whore holes . Show daddy how nasty of a slu… https://t.co/L9mroYJjvY
6426	1	"@JudgeJeanine Crawl back in your hole, you're nothing but a fame whore tv judge"
6427	1	the master bedroom curtisn at 10 crednhill park are wide open like a hooker three holes as clare is a slag slut tart whore slag slut like
6428	1	@SapphireSux Sorry the old sapphire can’t come to the phone right now. Why? Oh. Cause she’s busy filling her whore hole.
6429	1	Riding ur shithole like a whore fucker. Conquering ur hole fucking u boipussy in all position & mak u get facial wi… https://t.co/I2hHb5sLva
6430	1	@Real_Girlsx She’s such a whore on insta! I’d own her holes forever!
6431	1	They say home is where the heart is. But I got a hole where my heart is because I let a whore where my heart is
6432	1	@Cumkitten_R2 your fucken hot im hot fuck hard do anything you want to be my slut whore and open your holes you HOT SLUT. WE LOVE TO FUCK
6433	1	"Only if I can hire you to whore you out, and breed your cummy hole after. Black pimp, white bitch ♠️😏 https://t.co/qdevjpSIfV"
6434	1	I’m gonna treat women like a hole
6435	1	Especially old women who can't shut their pie hole.
6436	1	@Im_strauss And women pussy hole ?
6437	1	"THIS WOMEN CAN DO ONLY ONE THINK, BACK INTO HER RAT🐀 HOLE NEVER TO COME OUT AGAIN🐀IF SHE SHOW UP ON SURFACE AM CALL… https://t.co/ieVWAepoc1"
6438	1	What is this women covering up on her head with all these carnival dollar store hats she wears? Is there a big hole… https://t.co/HktCBvQuLQ
6439	1	@rendale @CNNTonight @donlemon the stupidity of liberal women is relentless! Please stay in your perverted hole LA
6440	1	Harvey: Ugh! Just disgusting. Pedro: Disgusting are the illuminati women because they were fucked up in every hole.
